trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
2QDyYdZyhlP2fp79KZX8Bi,mad woman,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.592,0.699,-8.995,0.0471,0.655,1.68e-05,0.114,0.506,141.916
6B1KINMmfnlRc1zba5hq6m,folklore,the 86'd,70mwvoUPClQKirUhM5pHwy, ,folk,0.593,0.672,-7.574,0.0425,0.774,0.00365,0.111,0.355,113.177
08fa9LFcFBTcilB3iq2e2A,epiphany,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.354,0.267,-13.69,0.0281,0.731,0.000402,0.0858,0.113,94.219
7keBgZMlUHcNiASzH9Lt8Y,folktales,nik davies,1EsgtNtQU8pnkxWyxeCgJH, instrumentalacousticguitar ,folk,0.597,0.57,-10.58,0.0466,0.752,0.881,0.145,0.891,124.632
6MWoRt97mnSTXZhu3ggi9C,hoax,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.662,0.181,-15.065,0.0415,0.966,3.86e-06,0.133,0.429,118.819
6e9POsatLdTrXO4j5Y9nxd,folklor,marwan pablo,56chSp36PsMhpQvUn1kdR3, egyptianhiphop ,folk,0.837,0.62,-9.391,0.198,0.0204,0.00261,0.089,0.626,147.98
0eFQWVz0qIxDOvhLpZ40P7,the lakes - bonus track,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.313,0.258,-11.532,0.0383,0.842,1.3e-06,0.0948,0.268,179.947
5FZcZW8t2fHdXMPT4bhJ5N,folklore and tall tales,w. c. lindsay,2z7ea3omQjruaEUjfDSHpZ, ,folk,0.773,0.663,-5.927,0.112,0.299,0.00408,0.518,0.674,91.984
2w7O4XCRoIJrwF1NqKL9TM,take it all back 2.0,judah & the lion,3wWtfT7S2uVJJ3hGZlOLkZ, banjo folk-pop indiecoustica modernalternativerock modernrock poprock stompandholler ,folk,0.441,0.802,-6.411,0.0305,0.0104,6.25e-05,0.123,0.783,148.023
2sZ1zWeLaquu9tx8IUMuh7,the folks who live on the hill,joshua redman,3uaHfXYx9Fh4HjqMbrWn5S, bebop contemporaryjazz contemporarypost-bop cooljazz hardbop indiejazz jazz jazzfunk jazzfusion jazzsaxophone souljazz straight-aheadjazz ,folk,0.428,0.3,-8.885,0.034,0.937,0.658,0.168,0.235,122.667
2ZYBwkmtYhgUj1A7teYAZ7,suit and jacket,judah & the lion,3wWtfT7S2uVJJ3hGZlOLkZ, banjo folk-pop indiecoustica modernalternativerock modernrock poprock stompandholler ,folk,0.452,0.58,-8.613,0.0462,0.222,3.23e-05,0.101,0.111,164.162
58nxGpcCfNDiqmFXklOslz,six feet under - jerry folk remix,billie eilish,6qqNVTkY8uBg9cP3Jd7DAH, electropop pop ,folk,0.447,0.216,-12.815,0.0508,0.66,0.011,0.139,0.0396,134.868
7svPsdes3vQESrTJrpQ1cj,folkvangr,peter gundry,0HCkZtmMJLvUyWT5m0ojBX, runefolk ,folk,0.378,0.311,-15.147,0.0336,0.832,0.942,0.234,0.303,119.994
4pfrrhvplbJZAIsfosGWQP,the 1,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.78,0.361,-6.942,0.048,0.75,7.14e-06,0.108,0.163,139.902
1uOpGeKg6ikCb9YM2Hgbpb,folk song,the sundays,4nlqDmbzFzbNITaqjJv7D7, alternativepop alternativerock dreampop lilith newwavepop poprock ,folk,0.496,0.217,-11.79,0.0282,0.861,0.0127,0.25,0.32,109.59
0KRYCBwIpWYFNrXOmXbyUh,cardigan,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.612,0.58,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045
3OvLR86LoNNNWQ8KDmpD9S,folk jam,pavement,3inCNiUr4R6XQ3W43s9Aqi, alternativepop alternativerock anti-folk artrock dancerock dreampop freakfolk indiepop indierock lo-fi modernrock newwave rock ,folk,0.485,0.653,-10.526,0.0314,0.185,0.0163,0.156,0.443,148.864
6nK2pIKFcRc5frrZKHgsiT,august,taylor swift,06HL4z0CvFAxyc27GXpf02, dancepop pop popdance ,folk,0.387,0.634,-9.222,0.0363,0.553,6.93e-05,0.0931,0.42,89.567
1PmBDmmwofvSm4WYUUbwSv,folksy core,enzo notario,4qojPU8aJwWgO0qw8IyRBj, ,folk,0.449,0.295,-19.062,0.0307,0.0195,0.97,0.436,0.894,140.093
1w29UTa5uUvIri2tWtZ12Y,hip hop hooray,naughty by nature,4Otx4bRLSfpah5kX8hdgDC, eastcoasthiphop gangsterrap hardcorehiphop hiphop hippop newjerseyrap poprap rap ,hip-hop,0.862,0.642,-13.652,0.101,0.102,0.0,0.272,0.765,99.201
2yk4fg5DJXvzpkMHPgPCYz,lucid dreams,juice wrld,4MCBfE4596Uoi2O4DtmEMz, chicagorap melodicrap ,hip-hop,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903
2HoDr1yVksl19omOhc1zWy,hip-hop,dead prez,2UBt0GWBuPVXlPisRvWzlD, alternativehiphop conscioushiphop eastcoasthiphop hardcorehiphop hiphop politicalhiphop ,hip-hop,0.725,0.737,-7.453,0.324,0.000633,0.00417,0.109,0.219,77.162
4VM8EpUMHa77nQHqT440bu,all girls are the same,juice wrld,4MCBfE4596Uoi2O4DtmEMz, chicagorap melodicrap ,hip-hop,0.673,0.529,-7.226,0.306,0.0769,0.000338,0.0856,0.203,161.991
4gQdwwPXSXnDkUh4jYqLoC,hip hop,mos def,0Mz5XE0kb1GBnbLQm2VbcO, alternativehiphop conscioushiphop eastcoasthiphop gangsterrap hardcorehiphop hiphop rap southernhiphop ,hip-hop,0.592,0.861,-5.177,0.249,0.024,0.0,0.492,0.794,90.238
4xXamcvtmNZpdW8mtcCO71,mood swings,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,hip-hop,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798
6N3oYlfZ2RPdjMYdHCRmFS,hip-hop saved my life (feat. nikki jean),lupe fiasco,01QTIT5P1pFP3QnnFSdsJf, alternativehiphop chicagorap conscioushiphop gangsterrap hiphop politicalhiphop poprap rap southernhiphop ,hip-hop,0.705,0.684,-5.759,0.145,0.0353,0.0,0.206,0.246,100.006
2ir5oPtxgZwNc3fxnPhnkA,what you know bout love,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,hip-hop,0.584,0.547,-8.502,0.382,0.655,1.64e-06,0.134,0.56,83.917
2IIhviXBY0Ikmlbm2DHByJ,hip hop phile,bts,3Nrfpe0tUJi4K4DXYWgMUX, k-pop k-popboygroup ,hip-hop,0.796,0.878,-3.325,0.185,0.171,0.0,0.234,0.795,144.001
5u7uKOuLJMk9YawL2fxntj,moonlight,xxxtentacion,15UsOTVnJzReFVN1VCnxy4, emorap miamihiphop ,hip-hop,0.921,0.537,-5.723,0.0805,0.556,0.00404,0.102,0.711,128.008
7xre34OXHr74FJ5TqK9jyu,hip hop weekdays,chill beats music,46d1ndWtnYj9kxd3IlQykV, ,hip-hop,0.817,0.431,-11.858,0.153,0.621,0.775,0.0996,0.428,90.004
4CWT4c18QemVFr6WCPRz0Y,the remedy for a broken heart (why am i so in love),xxxtentacion,15UsOTVnJzReFVN1VCnxy4, emorap miamihiphop ,hip-hop,0.661,0.304,-11.192,0.104,0.779,0.00111,0.137,0.273,119.705
7iF9B5dbSOfEeznArGFHhn,hip hop is dead,nas,20qISvAhX20dpIbOOzGK3q, conscioushiphop eastcoasthiphop gangsterrap hardcorehiphop hiphop queenshiphop rap ,hip-hop,0.758,0.74,-5.762,0.203,0.0155,0.0,0.229,0.619,110.831
5RFJYwlzfEdVYqm8VZQUKG,who needs love,trippie redd,6Xgp2XMz1fhVYe7i6yNAax, melodicrap rap trap ,hip-hop,0.851,0.516,-7.664,0.0692,0.763,0.0,0.0896,0.875,108.974
7JsoM9xf0Uc8tTHVnkVOio,hip hopper (feat. lil yachty),blac youngsta,41klVmDluQZmGGqoidNfbe, hiphop memphishiphop rap southernhiphop trap ,hip-hop,0.931,0.517,-8.017,0.446,0.00162,0.0,0.108,0.45,129.111
4Q4DAImedgzHMzdzYEb3A8,day 'n' nite (nightmare),kid cudi,0fA0VVWsXO9YnASrzqfmYu, hiphop ohiohiphop rap ,hip-hop,0.881,0.438,-6.063,0.0689,0.502,5.9e-06,0.122,0.807,138.016
4ciXokhIdlyhCh3tA5zo5P,hip hop (caminaré),santa fe klan,4tm8CEdm4pkQsEh4jIr9Yp, mexicanhiphop ,hip-hop,0.803,0.745,-7.983,0.347,0.0354,0.0,0.265,0.619,82.75
2WKY3ryFI2LRoWOxMZy57O,gone girl,iann dior,6ASri4ePR7RlsvIQgWPJpS, melodicrap poprap ,hip-hop,0.677,0.714,-5.637,0.0287,0.158,0.0,0.0717,0.354,94.958
5VgkmyFi60Wuzp8qZLdXk3,hip hop lover,en vogue,5fikk4h5qbEebqK2Fc6e48, dancepop girlgroup hiphop hippop neosoul newjackswing quietstorm r&b urbancontemporary ,hip-hop,0.644,0.768,-10.242,0.0485,0.00571,0.122,0.346,0.668,103.032
3x9W6iFeGj5dikmW8GkHoa,let's get blown,snoop dogg,7hJcb9fa4alzcOq3EaNPoG, gfunk gangsterrap hiphop poprap rap westcoastrap ,hip-hop,0.939,0.634,-4.6,0.194,0.409,0.11,0.233,0.718,106.007
3LBBeej1zGctWlJNpNa4I6,hip hop kids,portugal. the man,4kI8Ie27vjvonwaB2ePh8T, indierock modernalternativerock modernrock rock ,hip-hop,0.433,0.782,-6.359,0.0363,0.0108,0.0,0.38,0.498,94.995
5YY2Ve50FER5Xj5O7SSdpl,vato,snoop dogg,7hJcb9fa4alzcOq3EaNPoG, gfunk gangsterrap hiphop poprap rap westcoastrap ,hip-hop,0.484,0.711,-4.584,0.239,0.141,0.0,0.378,0.46,90.964
4QXjcSsUQDuJ9ifUgf8M5u,hip hop,erco,2KYeDEI2KS7Dvcr2OzxVmW, ,hip-hop,0.803,0.654,-6.89,0.274,0.257,0.0,0.226,0.569,89.998
25X890XOMpptg9eQqSWqBR,prblms,6lack,4IVAbR2w4JJNJDDRFP3E83, alternativer&b atlhiphop hiphop melodicrap poprap rap trap ,hip-hop,0.417,0.58,-4.574,0.206,0.0307,1.45e-06,0.179,0.139,68.652
7wFtctN5h8SBw2TrXXehPh,hip hoppity,luvid,0Z1R4OpriUtnLRAxKypIuI, ,hip-hop,0.74,0.544,-8.93,0.0915,0.00882,0.796,0.114,0.511,130.017
3KKrZ3adgWcJiJQWFqoDnv,hip hop junkies,nice & smooth,5QhsLryFrDbj9IZ38UmMyn, bronxhiphop electro hardcorehiphop hiphop hiphouse rap ,hip-hop,0.926,0.427,-10.731,0.115,0.0258,0.000281,0.329,0.634,98.73
6mz1fBdKATx6qP4oP1I65G,pony,ginuwine,7r8RF1tN2A4CiGEplkp1oP, dancepop hiphop hippop neosoul newjackswing r&b southernhiphop urbancontemporary ,hip-hop,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024
6GWqwdGYwEfwv0caDQj082,hip hop police - main,chamillionaire,6vdMPayKk8YJxxeNP5oMCb, dirtysouthrap gangsterrap poprap rap southernhiphop trap ,hip-hop,0.816,0.906,-5.052,0.209,0.056,0.0,0.39,0.704,98.009
2W9zWxqOqZTBCxgm62F9M3,sixteen,rick ross,1sBkRIssrMs1AbVkOJbc7a, dirtysouthrap gangsterrap hiphop poprap rap southernhiphop trap ,hip-hop,0.636,0.619,-7.268,0.0794,0.0155,0.0,0.22,0.114,87.032
5jI46Fw8bmz6ERUXcce6jS,hip hop pista,dj r.g,5kMaELgpohdYX6E8DXJ8vy, ,hip-hop,0.948,0.85,-3.802,0.0421,0.308,0.935,0.291,0.811,110.011
77TmDx4wxlhX5pqYljbnYE,that girl,pharrell williams,2RdwBSPQiwcmiDo9kixcl8, poprap ,hip-hop,0.64,0.793,-5.546,0.189,0.298,0.0,0.302,0.725,96.029
6mNStUQqYUJcMX7sR3egCj,hip hop,jet black,59hlY6xYCVj3bGVZnvEa7v, ,hip-hop,0.505,0.534,-14.98,0.032,0.00109,0.935,0.123,0.586,120.015
3XVozq1aeqsJwpXrEZrDJ9,ice ice baby,vanilla ice,7GXXMm3DB1VswVcuGyInUd, hiphouse miamihiphop ,hip-hop,0.979,0.792,-2.784,0.0388,0.0025,7.71e-06,0.102,0.583,116.012
55WwvU3TsXYXaOisjxwJYT,hip hop,august alsina,19Fi1Rj7kk8kyiwxpXy3yM, dancepop popr&b poprap r&b trap urbancontemporary ,hip-hop,0.596,0.796,-5.804,0.146,0.177,0.0,0.153,0.759,80.092
3amKj48hT2lYv4uzoLtBov,i hate hip-hop,tom macdonald,6DvlemMOlMH6VD9tB7BPRf, bcundergroundhiphop countryrap ,hip-hop,0.755,0.774,-4.903,0.299,0.0168,0.0,0.0719,0.669,80.003
3xI2BX87nRys1ENw1Zl0El,hip hop,dj khaled,0QHgL1lAIqAw0HtD7YldmP, dancepop hiphop miamihiphop pop poprap rap southernhiphop trap ,hip-hop,0.646,0.859,-4.934,0.333,0.159,0.0,0.108,0.628,77.057
5W9BryZn3aBCn2feyZq8K4,oui,jeremih,3KV3p5EY4AvKxOlhGHORLg, chicagorap dancepop hiphop pop poprap r&b southernhiphop trap urbancontemporary ,hip-hop,0.705,0.722,-3.762,0.0546,0.215,0.0,0.126,0.635,119.879
3VXbNAMH4NbyciYBtUzZAK,hip hop,natasha leggero,7wHGioVXNK6WomD7nnT3Nt, comedienne comedy deepcomedy newcomedy ,hip-hop,0.473,0.858,-6.273,0.94,0.872,0.0,0.779,0.388,85.931
7y6rUZMFkh59HkaJ6KQU0w,hip hop,joell ortiz,1q13yHC6Syg5Y8iPLrRnCq, alternativehiphop battlerap boombap hardcorehiphop ,hip-hop,0.687,0.948,-2.574,0.36,0.326,0.0,0.581,0.859,120.636
7uER27lkOdoQvJ7B6XmqDv,dilemma,nelly,2gBjLmx6zQnFGQJCAQpRgw, dancepop hiphop poprap rap southernhiphop stlouisrap urbancontemporary ,hip-hop,0.728,0.585,-7.104,0.157,0.244,7.63e-05,0.177,0.597,168.118
5imR0oFb9JuAf3iQoL7vaZ,hip-hop hotel - instrumental beat,gaming music,6jWYyGuXg0Z8qDDSC8uv4T, ,hip-hop,0.798,0.501,-12.715,0.302,0.421,0.837,0.126,0.291,80.125
7lL2lMWNtzOcf5HnEudNgn,everyday people,sly & the family stone,5m8H6zSadhu1j9Yi04VLqD, classicrock classicsoul disco folkrock funk funkrock mellowgold motown psychedelicsoul rock soul ,hip-hop,0.813,0.619,-8.203,0.0294,0.245,0.0151,0.113,0.774,114.58
5cl6rJmigUbx6cNrA3nV8z,hip hop star (feat. big boi & sleepy brown),beyoncé,6vWDO969PvNqNYHIOW5v0m, dancepop pop popdance post-teenpop r&b ,hip-hop,0.736,0.651,-8.933,0.124,0.00265,0.000238,0.0838,0.971,166.572
5gbGUc19KNP9LfJ5yHxOJy,falling,trevor daniel,7uaIm6Pw7xplS8Dy06V6pT, alternativer&b emorap melodicrap poprap ,hip-hop,0.778,0.469,-7.312,0.036,0.115,0.0,0.0867,0.211,127.121
4BaFzlfU0xvG19fP4muTVw,hip hop sinister,hopsin,7EWU4FhUJM1sZQgQKdENeT, conscioushiphop hiphop poprap rap ,hip-hop,0.582,0.618,-4.889,0.298,0.0639,0.0,0.115,0.0798,181.008
3nc26BadAx1ovvrzxcj80x,i need a girl pt ii - album version (edited),diddy,59wfkuBoNyhDMQGCljbUbA, dancepop eastcoasthiphop hiphop hippop poprap r&b rap ,hip-hop,0.926,0.512,-6.179,0.254,0.407,0.0,0.031,0.749,100.037
69mZcVw6LcsHxXuu8D015X,hip hop lofi + nature beat,lofi sleep chill & study,0oaP0FzHSRg7Dbx2ehVxSF, ,hip-hop,0.743,0.574,-8.804,0.263,0.889,0.903,0.169,0.305,82.924
4JjUwfp8GQ3PxWg2QPKnpn,300 violin orchestra,jorge quintero,6dOgQbtNGEOKGXEsAi0puC, ,hip-hop,0.591,0.75,-6.599,0.0479,0.342,0.363,0.0804,0.385,149.931
32AdU2y1Bzakyx0WMVYkeu,hip hop lofi love piano,lofi sleep chill & study,0oaP0FzHSRg7Dbx2ehVxSF, ,hip-hop,0.688,0.324,-9.666,0.0286,0.973,0.92,0.164,0.594,80.019
7wzIfIQDA9vRLkEtL3goQV,hip hop misfits,dirty heads,6GkJh85o22LfD2vgL9DP6f, reggaefusion reggaerock ,hip-hop,0.656,0.953,-4.268,0.288,0.223,0.0,0.575,0.69,93.981
6or1bKJiZ06IlK0vFvY75k,rap god,eminem,7dGJo4pcD2V6oG8kP0tJRR, detroithiphop hiphop rap ,rap,0.708,0.843,-2.66,0.314,0.397,0.0,0.799,0.625,148.14
5u1n1kITHCxxp8twBcZxWy,holy (feat. chance the rapper),justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,rap,0.673,0.704,-8.056,0.36,0.196,0.0,0.0898,0.372,86.919
4xz7WX28IkmcaHv06lCezR,rapp snitch knishes feat. mr. fantastik,mf doom,2pAWfrd7WFF3XhVt9GooDL, alternativehiphop eastcoasthiphop hiphop ,rap,0.728,0.832,-6.827,0.267,0.327,0.0,0.504,0.825,95.051
63TyoT9Ee03rQxv8xmdJ2l,rap devil,machine gun kelly,6TIYQ3jFPwQSRmorSezPxX, ohiohiphop poprap ,rap,0.895,0.839,-4.512,0.227,0.217,3e-06,0.239,0.756,149.951
1ACZpHI5vZ5Ea4xGlkdGWM,crazy rap (colt 45 & 2 zig zags),afroman,4Icvbp9RDt5aY2TWDOVDsr, comedyrap gangsterrap hiphop rap ,rap,0.927,0.367,-7.797,0.382,0.325,0.0,0.132,0.576,99.053
0KrywEwYmgdhYTYxRK5oTm,rap music,lil darkie,62F9BiUmjqeXbBztCwiX1U, memerap viralrap ,rap,0.581,0.959,1.06,0.362,0.288,0.000128,0.0676,0.72,127.0
0tdCy39PgWN8LFWu34ORn3,rap saved me,21 savage,1URnnhqYAYcrqrcwql10ft, atlhiphop rap trap ,rap,0.845,0.399,-7.509,0.309,0.00525,0.74,0.102,0.148,143.049
0qnHywpYq7D2SGMpuHEasL,not a rapper (feat. lil baby & yo gotti),42 dugg,45gHcnDnMC15sgx3VL7ROG, detroittrap rap southernhiphop trap ,rap,0.888,0.715,-3.377,0.274,0.128,0.0,0.0898,0.557,120.106
4Ami4MTReWxztxGW1ZmOk8,rapper weed,sir,3QTDHixorJelOLxoxcjqGx, alternativer&b hiphop indier&b indiesoul lapop rap undergroundhiphop ,rap,0.551,0.674,-5.15,0.425,0.0446,0.0,0.0922,0.55,147.368
3jT2LKH0RSbQ8jIUNFzXm5,ptsd,g herbo,5QdEbQJ3ylBnc3gsIASAT5, chicagodrill chicagorap drill rap southernhiphop trap vaportrap ,rap,0.883,0.808,-3.158,0.183,0.0317,0.0,0.207,0.805,119.012
5Rizj5FLb2AyNKu9esjYY6,rape me,nirvana,6olE6TJLqED3rqDCT0FyPh, alternativerock grunge permanentwave rock ,rap,0.42,0.746,-10.628,0.0467,0.0141,0.0,0.0661,0.229,111.886
5dycr521C2x2U0ESapnGuB,confident - single version,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,rap,0.717,0.57,-5.459,0.161,0.114,0.0,0.2,0.894,134.018
5En0gXQk01BaWoT4q2oVbe,rap niggas,nipsey hussle,0EeQBlQJFiAfJeVN2vT9s0, conscioushiphop gangsterrap hiphop poprap rap southernhiphop trap ,rap,0.519,0.821,-3.171,0.0738,0.000351,0.0,0.361,0.284,140.971
1jYiIOC5d6soxkJP81fxq2,"i'm the one (feat. justin bieber, quavo, chance the rapper & lil wayne)",dj khaled,0QHgL1lAIqAw0HtD7YldmP, dancepop hiphop miamihiphop pop poprap rap southernhiphop trap ,rap,0.599,0.667,-4.267,0.0367,0.0533,0.0,0.134,0.817,80.984
0FWhGmPVxLI6jOVF0wjALa,rapper's delight,the sugarhill gang,7zliF6Q946WznVk3ZMYhZX, eastcoasthiphop electro funk hiphop hiphouse newjerseyrap oldschoolhiphop rap ,rap,0.9,0.845,-7.306,0.257,0.465,0.0,0.0724,0.914,111.187
0aMHIW1lqrulVCx0LLlr6a,cocoa butter kisses,chance the rapper,1anyVhU62p31KFi8MEzkbf, chicagorap conscioushiphop hiphop poprap rap ,rap,0.679,0.645,-7.777,0.222,0.0518,0.0,0.145,0.203,125.795
0CNxWAkG4ysu9Z3eCfknWK,rapture,alok,0NGAZxHanS9e0iNHpR8f2W, electrohouse popnacional slaphouse ,rap,0.677,0.632,-6.877,0.0585,0.16,0.198,0.0842,0.543,123.99
6TaqooOXAEcijL6G1AWS2K,all my friends (feat. tinashe & chance the rapper),snakehips,2FwJwEswyIUAljqgjNSHgP, dancepop edm electropop indiepoptimism pop popdance tropicalhouse ,rap,0.689,0.521,-5.845,0.132,0.119,8.41e-05,0.108,0.178,95.055
2EmuUKqRI14O5LoZf3EvR2,rap game hokage,b free,3m1RLmvTgk9XMbzjoulKaB, ,rap,0.81,0.837,-5.424,0.267,0.185,0.0,0.318,0.365,102.578
0v9Wz8o0BT8DU38R4ddjeH,no problem (feat. lil wayne & 2 chainz),chance the rapper,1anyVhU62p31KFi8MEzkbf, chicagorap conscioushiphop hiphop poprap rap ,rap,0.652,0.795,-5.192,0.174,0.156,0.0,0.123,0.788,135.018
00ko9WaS4jOX1kEk3gvHjf,hot shower,chance the rapper,1anyVhU62p31KFi8MEzkbf, chicagorap conscioushiphop hiphop poprap rap ,rap,0.899,0.509,-8.04,0.387,0.00157,0.0,0.0573,0.599,150.001
6F2vo4sxRNQ58VYe3pdiaL,rapture,blondie,4tpUmLEVLCGFr93o8hFFIB, candypop dancerock newwave newwavepop permanentwave powerpop rock ,rap,0.724,0.704,-8.258,0.0511,0.113,0.00425,0.466,0.96,107.486
6fTdcGsjxlAD9PSkoPaLMX,sunday candy,donnie trumpet & the social experiment,0ojcq9LJQWMawQdFDw3M0L, popsoul ,rap,0.511,0.596,-6.56,0.224,0.53,0.0,0.0798,0.554,158.063
0PtDNK2Q49fAM4ZbKtN0mz,rapture,koffee,1gWjcmBsveEYMxOZ0VRi32, dancehall modernreggae ,rap,0.503,0.675,-6.782,0.254,0.0466,0.0,0.147,0.645,99.284
7sPoDigIbCWDS6AZmOhSRR,rapapapa (feat. rza),rich brian,2IDLDx25HU1nQMKde4n61a, indonesianhiphop ,rap,0.782,0.752,-4.622,0.214,0.501,0.0,0.114,0.504,126.936
7GPstnufSTScEaw9dMxO9H,childs play (feat. chance the rapper),sza,7tYKF4w9nC0nq9CsPZTHyP, pop poprap ,rap,0.759,0.342,-9.044,0.0406,0.775,0.0,0.112,0.22,99.995
1kM2VS4HfIU6gNl1LTOQk0,rapture,underoath,3GzWhE2xadJiW8MqRKIVSK, christianmetal christianmetalcore melodicmetalcore metalcore poppunk post-hardcore screamo tampaindie ,rap,0.546,0.937,-4.247,0.0736,3.44e-05,0.00333,0.104,0.389,96.033
7MkysLvt3L8UFji2PceoFU,molly (feat. brendon urie of panic at the disco),lil dicky,1tqhsYv8yBBdwANFNzHtcr, comedyrap poprap rap ,rap,0.829,0.514,-6.694,0.037,0.203,0.000157,0.115,0.397,114.955
3WgTbafC5uRpdQdFndQYxE,rap game,d12,5Qi4Bb7a8C0a00NZcA77L0, detroithiphop gangsterrap hardcorehiphop hiphop poprap rap raprock ,rap,0.857,0.706,-3.082,0.159,0.00539,0.00259,0.117,0.322,95.722
7KvrfnCkHb2qBDyVOqJ2bt,ráptame,reik,0vR2qb8m9WHeZ5ByCbimq2, latin latinarenapop latinpop mexicanpop ,rap,0.637,0.721,-6.441,0.168,0.0125,8.46e-06,0.0606,0.419,184.007
5OkYfk72CNL8XLqa3gp9q7,"something to rap about (feat. tyler, the creator)",freddie gibbs,0Y4inQK6OespitzD6ijMwb, alternativehiphop hiphop indianahiphop rap southernhiphop trap undergroundhiphop ,rap,0.406,0.524,-11.071,0.255,0.469,3.95e-06,0.117,0.412,56.046
5N1RYL8Sq4G1U4DNiHs0Rm,rapido,lleurry,3tH6PXP3Ne00cphTl4ARVv, ,rap,0.527,0.286,-15.361,0.0543,0.00194,0.724,0.108,0.847,115.991
3Fdizg6bx1xYOJp1KcVtWh,holy - acoustic,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,rap,0.532,0.566,-6.511,0.0467,0.706,0.0,0.161,0.576,79.927
4m9Iudipxb9gpGNLG2LoQs,rap phenomenon (feat. redman & methodman) - 2005 remaster,the notorious b.i.g.,5me0Irg2ANcsgc93uaYrpb, eastcoasthiphop gangsterrap hardcorehiphop hiphop rap ,rap,0.557,0.851,-5.852,0.419,0.0728,0.0,0.437,0.86,172.678
3VnLe7ul5dNcqeXrc3POrZ,holy,justin bieber,1uNFoZAHBGtllmzznpCI3s, canadianpop pop post-teenpop ,rap,0.673,0.704,-8.056,0.36,0.196,0.0,0.0898,0.372,86.919
2FLINm8wjNI3QcsIU6MjoD,rapture - avicii new generation mix,nadia ali,1C60viSZv6BoYtrnkZ44g5, edm vocaltrance ,rap,0.55,0.943,-3.384,0.0357,0.0195,0.254,0.255,0.374,130.007
3eze1OsZ1rqeXkKStNfTmi,juke jam (feat. justin bieber & towkio),chance the rapper,1anyVhU62p31KFi8MEzkbf, chicagorap conscioushiphop hiphop poprap rap ,rap,0.505,0.397,-9.349,0.324,0.716,0.0,0.0853,0.558,95.063
1c4h8DHr9QOcWxIGTq3Wsn,rapture,declan mckenna,2D4FOOOtWycb3Aw9nY5n3c, indiepop modernalternativerock modernrock rock ,rap,0.567,0.944,-1.852,0.0734,0.00349,6.21e-06,0.791,0.656,121.943
5twSsmNWVzQ5VNA6GzwtHn,rapture,ghostemane,3uL4UpqShC4p2x1dJutoRW, darktrap floridarap ,rap,0.814,0.758,-6.512,0.384,0.185,0.091,0.204,0.82,159.94
5TlAXiBCBwiQnIZUAA4Jkg,professional rapper (feat. snoop dogg),lil dicky,1tqhsYv8yBBdwANFNzHtcr, comedyrap poprap rap ,rap,0.684,0.621,-8.442,0.362,0.432,0.0,0.607,0.537,128.882
1RHFgbaMxkM3dVYHBrg7Me,rapid fire,cruel santino,15GgEOJiFyjQm4tZ4D7qih, alte nigerianpop ukalternativehiphop ,rap,0.789,0.617,-6.007,0.0934,0.857,0.0248,0.111,0.5,90.082
7gDwRzJhLs0fFHaGtMDJVM,baby blue (feat. chance the rapper),action bronson,7BMccF0hQFBpP6417k1OtQ, alternativehiphop eastcoasthiphop hiphop nycrap queenshiphop rap undergroundhiphop ,rap,0.828,0.487,-6.142,0.0343,0.247,1.86e-05,0.136,0.761,85.027
00WXjbcR195RztyuAQ90ub,rapture,hurt,3jnoH2xrhvxUgeN2rrudHL, alternativemetal numetal post-grunge ,rap,0.444,0.702,-6.799,0.0608,0.00641,7.75e-06,0.217,0.27,148.096
6VEc5BAiSKXkBWxR5D80OJ,best rapper ever,tom macdonald,6DvlemMOlMH6VD9tB7BPRf, bcundergroundhiphop countryrap ,rap,0.628,0.831,-6.433,0.426,0.249,0.0,0.0519,0.543,149.667
2Z6I3youZAlfRvsyzJAGQA,only god can judge me (ft. rappin' 4-tay),2pac,1ZwdS5xdxEREPySFridCfh, gfunk gangsterrap hiphop rap westcoastrap ,rap,0.803,0.784,-5.97,0.198,0.0012,0.000161,0.0794,0.801,90.185
