trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
2qxaR31Te4xDR2yO6LqM8z,rock bottom,hailee steinfeld,5p7f24Rk5HkUZsaS3BLG5F, dancepop pop popdance post-teenpop ,rock,0.611,0.706,-5.036,0.0603,0.313,0.0,0.053,0.724,157.968
30UFKKWSOC2Xr6KfWcyvsI,rockstar (feat. roddy ricch),dababy,4r63FhuTkUYltbVAg5TQnk, northcarolinahiphop rap ,rock,0.507,0.705,-8.064,0.248,0.234,0.0,0.111,0.46,89.772
4feXJ5IC3avXsVW9WNFSag,rock n roll train,ac/dc,711MCceyCBcFnzjGY4Q7Un, albumrock australianrock hardrock rock ,rock,0.547,0.931,-2.356,0.0615,0.000998,0.0118,0.278,0.697,118.4
6FfyYWFEk4zd7CgvjBa2ZK,team rocket,lil uzi vert,4O15NlyKLIASxsJ0PrXPfz, melodicrap phillyrap rap trap ,rock,0.691,0.54,-8.818,0.0532,0.0907,0.0,0.175,0.23,132.02
2rzBvHM9h36Tpdj7Jdajka,wild for the night (feat. skrillex & birdy nam nam),a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.757,0.848,-4.234,0.335,0.0481,0.0,0.121,0.686,139.995
3oyByfBYegVEDwYyqx9pRd,don't rock the jukebox,alan jackson,4mxWe1mtYIYfP040G38yvS, contemporarycountry country countryroad countryrock ,rock,0.641,0.637,-10.92,0.0262,0.0495,0.000138,0.267,0.793,147.502
1eLSF6HfrRA0AsNmTkUlKx,"king's dead (with kendrick lamar, future & james blake)",jay rock,28ExwzUQsvgJooOI0X1mr3, conscioushiphop gangsterrap hiphop poprap rap southernhiphop trap undergroundhiphop ,rock,0.566,0.724,-4.574,0.323,0.00102,0.0,0.158,0.407,81.774
31G9RaSaDOI2NWcpnIp734,goldie,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.697,0.849,-4.953,0.248,0.228,4.52e-05,0.493,0.734,81.956
17lu4tymfnhmcIDlzBbtAb,for those about to rock (we salute you),ac/dc,711MCceyCBcFnzjGY4Q7Un, albumrock australianrock hardrock rock ,rock,0.37,0.919,-5.721,0.102,0.000376,0.419,0.49,0.471,134.021
6xE98wKYt4vZk8j7cctjw8,jingle bell rock,bobby helms,38EmEgXkgK51MT2tPY0EoC, adultstandards ,rock,0.662,0.403,-12.029,0.0291,0.667,0.0,0.0527,0.85,119.891
7MtVPRGtZl6rPjMfLoI3Lh,fuck it i love you,lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.532,0.452,-10.654,0.043,0.892,0.00113,0.127,0.203,129.895
1Lhwn4PqeGpM4LTVUowW76,you rock my world,michael jackson,3fMbdgg4jU18AjLCKBhRSm, pop r&b soul ,rock,0.854,0.673,-3.132,0.185,0.038,0.000227,0.255,0.955,95.0
4Jtd2uIBBdAl5bOaLVIlNV,mazza (feat. a$ap rocky),slowthai,3r1XkJ7vCs8kHBSzGvPLdP, hiphop rap ukhiphop ,rock,0.672,0.63,-6.841,0.285,0.0791,0.0,0.167,0.354,75.286
4Y7fEQ4PAzhlLnLviRw2P4,rockin' in the free world,neil young,6v8FB84lnmJs434UJf2Mrm, albumrock canadiansinger-songwriter classiccanadianrock classicrock mellowgold permanentwave psychedelicrock rock rootsrock singer-songwriter ,rock,0.491,0.883,-4.986,0.0306,0.000736,3.19e-05,0.369,0.518,131.75
0NXeZp31dd0cJ9t8FdKsTg,rockstar chainz,future,1RyvyyTE3xzB2ZywiAwp0i, atlhiphop poprap rap southernhiphop trap ,rock,0.867,0.517,-6.914,0.307,0.0116,0.0,0.31,0.271,143.043
5K5LbSTVuKKe1KGMNfBgIW,rock that body,black eyed peas,1yxSLGMDHlW21z4YXirZDS, dancepop pop popdance poprap ,rock,0.715,0.907,-6.025,0.0993,0.0172,8.39e-05,0.426,0.841,124.992
5QqyRUZeBE04yJxsD1OC0I,summer bummer (feat. a$ap rocky & playboi carti),lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.76,0.574,-8.57,0.126,0.0155,2.02e-05,0.199,0.137,134.981
0z4ZkIPi5VXJksMtd18seX,we will rock you,queen,1dfeR4HaWDbWqFHLkxsg1d, classicrock glamrock rock ,rock,0.681,0.414,-8.77,0.0835,0.507,0.0,0.173,0.557,81.479
7KyTq7H5f3Oavmuo9TX6QK,too many years,kodak black,46SHBwWsqBkxI7EeeBEQG7, floridarap hiphop melodicrap miamihiphop rap southernhiphop trap ,rock,0.665,0.706,-6.859,0.0958,0.0237,0.0,0.112,0.632,147.067
0rBMP6VVGRgwnzZCLpijyl,canal st. (feat. bones),a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.696,0.583,-9.351,0.301,0.308,0.0,0.0964,0.524,137.079
0thYKKLw11YVYkSlQAvN4K,rock a bye baby,nursery rhymes 123,47tuSUJMhsa3twW6wgKdIW, lullaby nursery ,rock,0.638,0.0789,-18.18,0.0308,0.987,2e-05,0.0839,0.295,89.988
3J8Q6aBhjpvao8BsBQ6H9Y,everyday we lit (feat. pnb rock),yfn lucci,5Berubt6ysOy2LCMyqhmXP, arkansashiphop atlhiphop melodicrap popr&b rap southernhiphop trap ,rock,0.758,0.646,-4.701,0.113,0.128,0.0,0.0776,0.589,155.949
3DkSirQyz93TaxZ0f0DloI,my ex,pnb rock,21WS9wngs9AqFckK7yYJPM, melodicrap poprap rap trap ,rock,0.411,0.523,-7.063,0.259,0.754,0.0,0.137,0.532,81.793
6kl1qtQXQsFiIWRBK24Cfp,"raf (feat. a$ap rocky, playboi carti, quavo, lil uzi vert & frank ocean)",a$ap mob,7yO4IdJjCEPz7YgZMe25iS, hiphop rap southernhiphop trap vaportrap ,rock,0.848,0.663,-5.606,0.245,0.523,0.0,0.108,0.333,133.993
5Y05LYM8LhnQN78GqfjSeK,one beer (feat. lauren alaina & devin dawson),hardy,5QNm7E7RU2m64l6Gliu8Oy, contemporarycountry ,rock,0.516,0.745,-8.352,0.0774,0.564,0.0,0.275,0.826,186.006
5R3ZNU5uXjysosLpytUN5l,rock steady,aretha franklin,7nwUJBm0HE4ZxD3f5cy5ok, classicsoul jazzblues memphissoul soul southernsoul ,rock,0.74,0.775,-10.45,0.145,0.00648,0.105,0.142,0.86,104.59
03hqMhmCZiNKMSPmVabPLP,groupie love (feat. a$ap rocky),lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.359,0.6,-7.317,0.0398,0.113,1.32e-06,0.0952,0.195,175.894
0O3TAouZE4vL9dM5SyxgvH,fashion killa,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.801,0.819,-5.189,0.158,0.292,0.0,0.515,0.811,139.969
47hPOcAbwkZJLRK5XFZouA,rockabye baby,andrew witzinger,6TB4YN8Qg0o4CxG6OG1j61, instrumentallullaby ,rock,0.669,0.0252,-25.674,0.104,0.995,0.96,0.0969,0.828,131.293
1YCsTFttuHAzgfEWKdOb9K,rock steady,the whispers,2XzHxDFTNywDd5ReMhgxkg, classicsoul disco funk motown newjackswing post-disco quietstorm rocksteady soul urbancontemporary ,rock,0.927,0.832,-7.665,0.0604,0.0139,2.6e-06,0.0394,0.958,115.384
1rAzW6aco1ZtxLRx4XOagB,only god knows why,kid rock,7dOBabd5O4CvKrg4iriHTM, alternativemetal numetal rock ,rock,0.628,0.749,-5.18,0.03,0.0569,0.00204,0.134,0.31,129.2
3oHkMCVJyOcjg5FhfLc2Rq,"a$ap forever remix (feat. moby, t.i. & kid cudi)",a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.428,0.754,-6.416,0.179,0.3,0.0,0.136,0.394,125.948
6J17MkMmuzBiIOjRH6MOBZ,rock and roll ain't noise pollution,ac/dc,711MCceyCBcFnzjGY4Q7Un, albumrock australianrock hardrock rock ,rock,0.576,0.659,-5.617,0.0383,0.041,0.0,0.0587,0.717,94.853
0nnxf8p851ZR49KFnGWVsB,say hey (i love you),michael franti & spearhead,1mHuZMOP8FG5ip4yAb1vrB, reggaefusion ,rock,0.738,0.983,-4.374,0.0855,0.038,5.93e-06,0.183,0.957,92.998
0Mf6WhWLfOpzOxacvbcboj,rock + roll,eden,1t20wYnTiAT0Bs7H1hv9Wt, electropop indiepoptimism modernrock pop ,rock,0.468,0.517,-7.049,0.0574,0.875,0.00705,0.171,0.425,69.282
6OG05bPAwUuV3OMvy2Vy1P,mariners apartment complex,lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.545,0.26,-12.668,0.0289,0.788,0.00099,0.105,0.185,75.962
3I8MbKRkS2IBDuslhCS3iT,excuse me,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.653,0.71,-8.444,0.0555,0.33,0.0,0.143,0.41,122.04
5VnpYqIzm02X9gOhVElQo3,"telephone calls (feat. a$ap rocky, tyler, the creator, playboi carti & yung gleesh)",a$ap mob,7yO4IdJjCEPz7YgZMe25iS, hiphop rap southernhiphop trap vaportrap ,rock,0.732,0.772,-6.142,0.267,0.194,1.54e-06,0.242,0.493,123.009
7ulJ8EEiOnJFRqkXwPds05,rock-a-bye baby,cocomelon,6SXTTUJxIVwMbc1POrviTr, preschoolchildren'smusic ,rock,0.715,0.217,-10.499,0.0319,0.822,0.0,0.102,0.509,119.902
0AOvNRgl0SMfOibWA5bP8o,money trees,kendrick lamar,2YZyLoL8N0Wb9xBt1NhZWg, conscioushiphop hiphop rap westcoastrap ,rock,0.716,0.531,-7.355,0.122,0.0703,0.0,0.224,0.344,71.994
0Z1pAncHr1Y9hf3Cu3G0iR,rockstar,call me karizma,5fENlrINIVP0gJOtKxvORt, emorap minnesotahiphop modernalternativerock modernrock poprap socialmediapop ,rock,0.657,0.882,-5.434,0.0919,0.304,0.0,0.376,0.663,111.982
6jmf4OxSGzdgthZruXtcqu,hate me!,masn,4HAfqyKr4Sqtab6ttHWXgE, emorap sadrap ,rock,0.683,0.628,-6.512,0.123,0.659,0.0,0.106,0.356,142.06
578Eooad7oUyn4stovZiPg,good for you,selena gomez,0C8ZW7ezQVs4URX5aX7Kqx, dancepop pop popdance post-teenpop ,rock,0.607,0.673,-6.484,0.0611,0.181,0.0,0.069,0.215,88.952
4OgwXdylh75fHfwUzJTUqg,rockstar,ilkay sencan,5deLgmgAEgy8UHOfJ9Dj8w, turkishedm ,rock,0.771,0.826,-3.978,0.0604,0.142,0.03,0.145,0.185,100.012
23dwrzeJtEEGl2U4CPWSor,"runnin (with a$ap rocky, a$ap ferg & nicki minaj)",mike will made-it,0NWbwDZY1VkRqFafuQm6wk, atlhiphop hiphop poprap rap southernhiphop trap undergroundhiphop ,rock,0.545,0.975,-3.193,0.454,0.17,0.0,0.145,0.609,123.906
5qTvkDrSfvwDv6RBjjcfQr,get busy,sean paul,3Isy6kedDrgPYoTS1dazA9, dancepop dancehall pop popdance poprap ,rock,0.735,0.824,-4.143,0.036,0.615,0.0,0.158,0.726,100.202
3yFcw8MnlHVM5fRAVp0T9p,mr. brightside,the killers,0C0XlULifJtAgn6ZNCW2eu, modernrock permanentwave rock ,rock,0.356,0.924,-3.74,0.0804,0.00101,0.0,0.0953,0.232,148.045
1F1T7cn1zwzVl6oLZlmCed,when you were young,the killers,0C0XlULifJtAgn6ZNCW2eu, modernrock permanentwave rock ,rock,0.441,0.976,-3.09,0.147,0.000335,0.0475,0.298,0.248,130.411
5d1OeQBC6zyHO8jc2svOZz,"rock bottom (feat. nothing,nowhere.)",guccihighwaters,7EIOmfcBRSR63ZaUptkD09, emorap sadrap ,rock,0.562,0.703,-6.134,0.0416,0.00273,0.0,0.34,0.313,145.058
29nNU80zu0vscbrvTi55mG,i'm in a hurry (and don't know why),alabama,6rJqqRce0Kvo2dJUXoHleC, country countryroad countryrock ,rock,0.748,0.72,-7.774,0.0286,0.237,0.0,0.069,0.86,128.69
2hrUO4drrO63i7FYbCLBl2,rockabye (feat. sean paul & anne-marie),clean bandit,6MDME20pz9RveH9rEXvrOM, dancepop edm pop popdance post-teenpop tropicalhouse ukdance ukfunky ,rock,0.717,0.73,-4.729,0.0568,0.383,0.0,0.398,0.792,102.002
0obBFrPYkSoBJbvHfUIhkv,sexy and i know it,lmfao,3sgFRtyBnxXD5ESfmbK4dl, dancepop edm pop popdance poprap ,rock,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
0lqfBvf1Gqmmt3l5Qeirlm,r.o.c.k. in the u.s.a. (a salute to 60's rock),john mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH, albumrock classicrock countryrock folkrock heartlandrock mellowgold poprock rock singer-songwriter softrock ,rock,0.432,0.958,-4.009,0.0819,0.00943,2.79e-06,0.227,0.874,164.018
37s8uwIjw72XfMseKJXNOO,rockefeller street (new nightcore) [#rockefellerstreet remix],getter jaani,10pMyCRhDkBpyuc38QOlKf, estonianpop eurovision ,rock,0.659,0.936,-3.519,0.0606,0.283,0.0207,0.192,0.884,161.983
6NBGafCfByHhQRK4mrFGnZ,down on the corner,creedence clearwater revival,3IYUhFvPQItj6xySrBmZkd, albumrock classicrock countryrock rock rootsrock southernrock swamprock ,rock,0.858,0.544,-9.289,0.0751,0.582,0.00105,0.0707,0.874,108.217
339w4iUHkd7Cxj1BDwg4iQ,up around the bend,creedence clearwater revival,3IYUhFvPQItj6xySrBmZkd, albumrock classicrock countryrock rock rootsrock southernrock swamprock ,rock,0.589,0.851,-6.143,0.0343,0.0607,0.779,0.274,0.813,130.316
2VN7uPrbryJ7nE2MXX3f9a,"burning heart - from ""rocky iv"" soundtrack",survivor,26bcq2nyj5GB7uRr558iQg, albumrock hardrock rock softrock ,rock,0.652,0.609,-9.684,0.028,0.298,8.79e-06,0.0573,0.646,98.125
1YmF9PvLhIISIANoMLIYGq,a$ap forever (feat. moby),a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.469,0.78,-6.49,0.122,0.224,0.0,0.13,0.444,125.999
2gAGWaK4wvt2xrFUlR4mK8,jukebox joints (feat. joe fox & kanye west),a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.284,0.803,-5.293,0.173,0.302,0.0,0.242,0.553,67.536
0Y11OVQhIk4V00LA1GgLiE,rock on,denz kriz,1u7Xdog61LFv28U8oac68h, ,rock,0.731,0.657,-5.703,0.0944,0.000529,0.702,0.112,0.648,89.992
5E89Izp4YhPyNShoxiOJ1u,rock & roll band,boston,29kkCKKGXheHuoO829FxWK, albumrock artrock classicrock countryrock hardrock mellowgold rock softrock ,rock,0.487,0.838,-6.153,0.0433,0.00343,2.92e-05,0.377,0.655,136.743
3f0i4XGaih1vziceGVZMMl,a rock,hardy,5QNm7E7RU2m64l6Gliu8Oy, contemporarycountry ,rock,0.557,0.55,-8.866,0.0753,0.527,0.0,0.078,0.572,160.008
3Yp0DUJ2MBe3n9Ad7BVZBS,have you ever seen the rain,creedence clearwater revival,3IYUhFvPQItj6xySrBmZkd, albumrock classicrock countryrock rock rootsrock southernrock swamprock ,rock,0.779,0.662,-5.826,0.0284,0.141,1.16e-05,0.119,0.811,116.115
7yrJnekdlwWARt5lmVqJ6L,burn out,midland,1DTZRmlVZBxx2wRQBtx6yi, contemporarycountry neo-traditionalcountry texascountry ,rock,0.671,0.724,-5.61,0.0244,0.292,0.0,0.231,0.801,99.976
2YaOQzBkhejBu5d4CyGsfS,tap out (feat. jeremih),jay rock,28ExwzUQsvgJooOI0X1mr3, conscioushiphop gangsterrap hiphop poprap rap southernhiphop trap undergroundhiphop ,rock,0.676,0.62,-6.343,0.0562,0.105,0.0,0.211,0.607,100.06
45nc69lqKe3kY9sit2UU6G,unapologetically country as hell,hardy,5QNm7E7RU2m64l6Gliu8Oy, contemporarycountry ,rock,0.543,0.648,-4.961,0.0311,0.172,0.0,0.329,0.617,124.053
67cqaFp7S9H2JOAmaeCXnD,dirt road dollars (feat. nate kenyon & the lacs),dirt rock empire,65LKZHuxZZFad85JuNxyuJ, countryrap redneck ,rock,0.594,0.686,-4.436,0.0606,0.0131,0.0,0.206,0.444,174.345
452KBpASS5lZLeJWX9Ixub,jailhouse rock,elvis presley,43ZHCT0cAZBISjO8DG9PnE, adultstandards rock-and-roll rockabilly ,rock,0.623,0.537,-10.014,0.0726,0.332,1.4e-05,0.0963,0.905,166.885
1eLU27PPFxBhbp1CBjPh9J,"1train (feat. kendrick lamar, joey bada$$, yelawolf, danny brown, action bronson & big k.r.i.t.)",a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.489,0.878,-3.36,0.368,0.351,0.0,0.698,0.775,81.497
5PfTI3zrQbZEWcQdycMqJM,"gang up (with young thug, 2 chainz & wiz khalifa feat. pnb rock)",young thug,50co4Is1HCEo8bhOyUWKpn, atlhiphop atltrap gangsterrap hiphop melodicrap poprap rap trap ,rock,0.631,0.732,-4.706,0.203,0.0304,0.0,0.261,0.549,151.779
2E43WFS4rRc09za2r2GmZl,my songs know what you did in the dark (light em up),fall out boy,4UXqAaa6dQYAk18Lv7PEgX, emo modernrock poppunk ,rock,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99
2Q5wSOwq6BDSu7sSVMNrtT,rock lobster,the b-52's,3gdbcIdNypBsYNu3iiCjtN, artrock dancerock newromantic newwave newwavepop permanentwave post-punk rock zolo ,rock,0.592,0.882,-8.315,0.0468,0.00884,0.0155,0.0506,0.442,92.157
6rAGFgcGtlIdYxlhDizXNo,smash! - feat. pnb rock,xxxtentacion,15UsOTVnJzReFVN1VCnxy4, emorap miamihiphop ,rock,0.819,0.513,-9.005,0.433,0.153,0.0,0.138,0.607,140.032
4wuCQX7JvAZLlrcmH4AeZF,cross me (feat. chance the rapper & pnb rock),ed sheeran,6eUKZXaKkcviH0Ku9w2n3V, pop ukpop ,rock,0.746,0.787,-6.373,0.12,0.212,0.0,0.0669,0.607,95.005
0755vnFQZLSgHHWbR1qCjY,rocket,beyoncé,6vWDO969PvNqNYHIOW5v0m, dancepop pop popdance post-teenpop r&b ,rock,0.495,0.403,-9.731,0.301,0.5,0.0,0.7,0.555,140.415
2kjPvFgVIGki2BRlOHvQQr,bad mother f*cker,machine gun kelly,6TIYQ3jFPwQSRmorSezPxX, ohiohiphop poprap ,rock,0.631,0.86,-4.994,0.121,0.0171,5.83e-06,0.333,0.382,181.868
5hYr8yRbQLFE20oS7Mi3T2,(rock) superstar,cypress hill,4P0dddbxPil35MNN9G2MEX, chicanorap gangsterrap hardcorehiphop hiphop rap raprock westcoastrap ,rock,0.797,0.762,-6.972,0.259,0.0141,1.05e-05,0.064,0.722,94.224
3GBWERDFODMjX1ysTXLnmS,rockstar (feat. roddy ricch) - blm remix,dababy,4r63FhuTkUYltbVAg5TQnk, northcarolinahiphop rap ,rock,0.747,0.689,-7.246,0.242,0.197,0.0,0.0884,0.75,89.901
30sc425JEvj3tgmGAKORea,new choppa,playboi carti,699OTQXzgjhIYAHMy9RyPD, atlhiphop hiphop rap trap ,rock,0.773,0.605,-4.223,0.0579,0.174,0.0,0.329,0.425,128.16
0qp8MuZNKelOGTK2HPlXBA,kids turned out fine,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.302,0.669,-9.404,0.238,0.275,3.58e-05,0.369,0.127,164.8
0fB77VOZ2FkQeKLv1DuEwp,hope is a dangerous thing for a woman like me to have - but i have it,lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.461,0.102,-13.05,0.0897,0.967,2.1e-06,0.164,0.259,71.835
5tyMJlMqaggzvuX7TtlrTe,love song,lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,rock,0.374,0.0694,-16.529,0.0392,0.965,0.000368,0.0807,0.241,134.238
3EwSEyZNGySU5H0Ve1QIWQ,rich nigga problems,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.652,0.56,-7.825,0.411,0.103,0.0,0.448,0.589,74.643
4k1bX419BPspVHVm7Qsvhr,"hotel california - live on mtv, 1994",eagles,0ECwFtbIWEVNwjlrfc6xoL, albumrock classicrock countryrock folkrock heartlandrock mellowgold rock softrock yachtrock ,rock,0.672,0.489,-10.732,0.0466,0.367,9.84e-05,0.917,0.624,74.967
6ISZ6sKcNBdYJS7XYHm5cV,death by rock and roll,the pretty reckless,2R57sY41L9XvGPiIgHOaYq, alternativemetal candypop ,rock,0.493,0.943,-3.321,0.0608,0.000679,0.00897,0.134,0.493,96.997
5IBCtPP6UNDRFJvMW5tSh8,rock wit u (awww baby),ashanti,5rkVyNGXEgeUqKkB5ccK83, dancepop hiphop hippop pop r&b urbancontemporary ,rock,0.712,0.757,-4.146,0.063,0.394,0.0,0.134,0.855,94.995
2bVeUlOC5JjTpkQXuUUoYm,give heaven some hell,hardy,5QNm7E7RU2m64l6Gliu8Oy, contemporarycountry ,rock,0.639,0.843,-4.975,0.0362,0.0525,0.0,0.0854,0.528,126.047
787rCZF9i4L1cXGMkdyIk4,lvl,a$ap rocky,13ubrt8QOOCPljQ2FL1Kca, eastcoasthiphop hiphop rap trap ,rock,0.597,0.427,-6.764,0.0536,0.18,1.33e-05,0.121,0.0997,120.085
2JxS3A9SqhMz1N48u08mEu,classical piano music for baby sleep,baby lullaby academy,5E9Xn7QuCD3VYCuBqLxBdY, lullaby ,classical,0.475,0.00753,-42.23,0.0293,0.94,1.33e-06,0.0979,0.192,74.998
3DNRdudZ2SstnDCVKFdXxG,"sonata no. 14 ""moonlight"" in c-sharp minor"", op. 27 no. 2: i. adagio sostenuto",ludwig van beethoven,2wOqMjp9TyABvtHdOSOTUS, classical classicalera earlyromanticera germanromanticism ,classical,0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612
1kx5enYLhaSdwAArnuSchV,classical chillin',nixon wilk,0EEiWLCGnN5dYiW261rCc3, ,classical,0.497,0.271,-16.508,0.0334,0.0271,0.927,0.102,0.24,124.965
6P26loReaUMCjgBeS6wB3C,berlin song,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.579,0.0573,-25.112,0.0691,0.996,0.907,0.0954,0.0389,70.002
4DK3JpX2NkEMhCnltUEvUg,classical gas,mason williams,1XgVoPT2Va5L64LFzskVBW, ,classical,0.486,0.701,-10.53,0.0348,0.852,0.746,0.108,0.74,155.269
7eR33hcJZ7gB0tJLLXNjzx,una mattina,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.363,0.0345,-25.048,0.0691,0.994,0.921,0.0827,0.0364,120.953
0G7sG61Xp7vTTQHr7sBqOj,classical piano for sleeping music,baby lullaby academy,5E9Xn7QuCD3VYCuBqLxBdY, lullaby ,classical,0.511,0.00385,-38.313,0.0372,0.95,0.759,0.0629,0.0609,65.008
5aLKDJOyx8gI49nDXQ8dhs,ombre,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.35,0.0229,-25.577,0.0502,0.991,0.899,0.115,0.0655,102.556
0F9T4bKRg5wpBU5loTBqP3,classical overtake,blake orzechowski,53IQjBqWt2FZX0EdMu1U2C, ,classical,0.613,0.275,-21.121,0.0492,0.676,0.96,0.113,0.179,100.011
0NbWXczhbCSbjBNRIErVqM,divenire,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.269,0.0926,-24.28,0.0609,0.966,0.89,0.0992,0.102,120.323
6VikkvVbmoCkufv4bLrdkZ,classical soul - edit,oscar lopez,3ELktghnE5zeabnHdNycyh, rumba ,classical,0.43,0.373,-12.862,0.0634,0.918,0.902,0.112,0.666,90.367
7md3SNWPnMGawLvfkQHTwd,nuvole bianche,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.297,0.0287,-30.008,0.0564,0.995,0.908,0.0995,0.0678,141.636
4Ku0h841OVMhD5Su0I4Pvw,classical interlude,baby lullaby,2JcB0D3GGG5BhIJDkdtXi7, lullaby ,classical,0.495,0.152,-16.633,0.0794,0.87,0.000481,0.796,0.198,47.523
0BQInAVTpnRFD9hyO6nt1n,i giorni,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.358,0.121,-25.111,0.0532,0.976,0.889,0.135,0.106,131.808
5ZiHRtoOT6UyVJL5UABoGn,night,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.316,0.0573,-24.121,0.0515,0.988,0.879,0.12,0.0373,81.07
0g8zASF1mldclJswQ0IQYJ,classical baby,lullaby time,5AUPJRWkYNsxRWihENePtH, ,classical,0.702,0.00751,-17.674,0.0456,0.993,0.911,0.113,0.576,69.958
4fVzhkjeUDvNuhuc8fgIWT,una mattina,ludovico einaudi,2uFUBdaVGtyMqckSeCl0Qj, bowpop compositionalambient neo-classical ,classical,0.343,0.0165,-30.915,0.0455,0.995,0.878,0.0774,0.151,126.97
0RyaUv49RciHTNKXve9Zqe,classical piano (baby music),baby lullaby academy,5E9Xn7QuCD3VYCuBqLxBdY, lullaby ,classical,0.425,0.0062,-33.138,0.0365,0.995,0.722,0.122,0.165,70.027
1J95TxLZWV1H3nmjEK1ja6,"keyboard concerto in f minor, bwv. 1056: ii. largo",johann sebastian bach,5aIqB5nVVvmFsvSdExz408, baroque classical earlymusic germanbaroque ,classical,0.42,0.0111,-33.407,0.0424,0.977,0.943,0.14,0.103,113.491
0RJ772DmUc5axmzP6gzGdG,classical music for study,arthur byron,3sf89JYi09tHKw7qPU4WiW, pianissimo ,classical,0.316,0.0445,-24.284,0.0679,0.945,0.908,0.109,0.0393,67.183
5mFVDzs6tS3qPcgIz52Vit,"concerto for two violins in d minor, bwv 1043: ii. largo, ma non tanto",johann sebastian bach,5aIqB5nVVvmFsvSdExz408, baroque classical earlymusic germanbaroque ,classical,0.12,0.0949,-24.2,0.0429,0.856,0.0978,0.18,0.203,77.355
6XzyCjS2Z2zgGIAk1p5nKB,classical - intro,gucci mane,13y7CgLHjMVRMDqxdx0Xdo, atlhiphop dirtysouthrap gangsterrap hiphop poprap rap southernhiphop trap ,classical,0.724,0.637,-6.32,0.0408,0.55,0.0,0.523,0.143,128.059
36yPU0NzKvewTkaqL5IQbM,"violin concerto in a minor, bwv 1041: i. allegro",johann sebastian bach,5aIqB5nVVvmFsvSdExz408, baroque classical earlymusic germanbaroque ,classical,0.356,0.287,-15.475,0.0632,0.915,0.0656,0.0826,0.741,169.002
3DlWA0p8alKVel8l4ZMJPw,classical intertwined eligious,акимнна барановуев,6PuiukHHBV97MwjUXScWbU, ,classical,0.174,0.37,-15.349,0.0361,0.073,0.982,0.147,0.246,73.155
2tTvDWI2Z4ptGS4niMshS1,"fantasia and fugue in g minor, bwv 542 ""great"": i. fantaisia",johann sebastian bach,5aIqB5nVVvmFsvSdExz408, baroque classical earlymusic germanbaroque ,classical,0.0688,0.239,-10.544,0.0382,0.34,0.163,0.296,0.0386,77.489
2MaDdqa1dgLOvPSbV43xkK,classical wings,the khepresh,4U47CTrKgPi33Ir773Uwbm, ,classical,0.197,0.12,-20.292,0.0357,0.959,0.929,0.131,0.1,96.355
